Ejected yields in solar masses from Battino et al. 2019, MNRAS (models listed in Table 2)

Isotope	 m2z1m2	 m3z1m2	 m2z2m2	 m3z2m2	 m2z3m2	 m3z3m2	 m3z2m2-hCBM	 m3z3m2-hCBM
Eu-148	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-150	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-151	1.3674547E-10	1.9586676E-10	2.2262772E-10	5.7659672E-10	2.0269886E-10	4.7731207E-10	6.0544564E-10	6.7702177E-10
Eu-152	9.4036561E-20	7.8953699E-18	1.0499472E-19	8.1969287E-18	2.3678780E-20	1.3752835E-18	8.1406014E-18	1.6962499E-18
Eu-153	1.5590725E-10	2.3235849E-10	2.4844448E-10	6.6791395E-10	2.2458909E-10	5.3573542E-10	7.0671410E-10	7.6119845E-10
Eu-154	3.4470501E-19	2.0618423E-16	5.6695184E-19	1.1466585E-16	9.7512995E-20	1.3746456E-17	9.2448140E-17	1.3806590E-17
Eu-155	3.2394720E-22	3.8757973E-18	1.7260226E-21	2.9063810E-18	2.1305920E-22	1.9027824E-19	1.4333185E-18	1.2534270E-19
Eu-156	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-157	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-158	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Eu-159	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-144	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-145	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-146	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-147	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-148	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-150	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-151	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-152	4.5872285E-12	1.2336240E-11	4.1703704E-12	2.2923259E-11	3.1414828E-12	1.1376907E-11	2.8681037E-11	1.7881373E-11
Gd-153	1.0561106E-99	1.2057534E-44	1.0148024E-99	6.1381581E-30	6.6732552E-100	1.4691911E-96	1.3751740E-46	2.0946096E-99
Gd-154	9.6273596E-11	2.0289442E-10	6.5329533E-11	4.0286215E-10	3.7303285E-11	1.6805661E-10	5.0696203E-10	2.6412071E-10
Gd-155	1.6100436E-10	2.4465532E-10	2.4545170E-10	6.9554955E-10	2.1921019E-10	5.3304691E-10	7.4488858E-10	7.5866949E-10
Gd-156	3.2281457E-10	5.7254660E-10	3.8080256E-10	1.3925739E-09	3.1205418E-10	8.6448463E-10	1.5937943E-09	1.2621030E-09
Gd-157	1.9744612E-10	3.2686133E-10	2.7265103E-10	8.5201299E-10	2.3661583E-10	6.0183778E-10	9.3945240E-10	8.6533399E-10
Gd-158	4.8707938E-10	9.2650654E-10	5.0457695E-10	2.0844990E-09	3.9020755E-10	1.1681680E-09	2.4456897E-09	1.7250107E-09
Gd-159	1.0561106E-99	1.3312164E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	3.4526887E-90	2.0946096E-99
Gd-160	2.1836884E-10	3.2641930E-10	3.6228127E-10	1.0064922E-09	3.3245850E-10	7.8849144E-10	1.0524257E-09	1.1102461E-09
Gd-161	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Gd-162	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-147	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-148	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-150	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-151	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-152	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-153	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-154	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-155	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-156	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-157	2.0273938E-14	1.0756203E-13	8.9031900E-15	1.9408071E-13	2.0277931E-15	5.3751956E-14	2.5053168E-13	8.8577933E-14
Tb-158	5.9695616E-15	2.8022742E-14	2.5537258E-15	4.4974760E-14	5.4019814E-16	1.2222551E-14	5.7869444E-14	2.0617670E-14
Tb-159	2.0788865E-10	3.3068986E-10	3.1125934E-10	8.9359129E-10	2.7694544E-10	6.7685455E-10	9.6265462E-10	9.6529725E-10
Tb-160	1.0561106E-99	1.1673479E-41	1.0148024E-99	1.9536207E-97	6.6732552E-100	2.0653135E-88	2.0699452E-36	2.0946096E-99
Tb-161	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-162	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-163	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-164	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tb-165	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-148	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-149	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-150	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-151	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-152	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-153	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-154	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-155	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-156	5.1963206E-13	6.5479579E-13	1.0343330E-12	2.2390511E-12	9.8841875E-13	2.1701921E-12	2.1865721E-12	3.0311145E-12
Dy-157	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-158	9.0841966E-13	1.1633198E-12	1.7982581E-12	3.9287176E-12	1.7167272E-12	3.7807721E-12	3.8538166E-12	5.2852686E-12
Dy-159	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2690785E-99	2.0946096E-99
Dy-160	1.1884940E-10	2.5975252E-10	8.2953800E-11	5.0207634E-10	4.9337350E-11	2.1002649E-10	6.2633807E-10	3.2545405E-10
Dy-161	2.3414155E-10	3.5202716E-10	3.8196783E-10	1.0105797E-09	3.4830462E-10	8.2127299E-10	1.0606014E-09	1.1626587E-09
Dy-162	4.6088300E-10	8.1393510E-10	5.7580026E-10	1.9732688E-09	4.8328351E-10	1.2861898E-09	2.2240518E-09	1.8621359E-09
Dy-163	2.9070692E-10	4.0673257E-10	4.9953754E-10	1.2304575E-09	4.6242214E-10	1.0622994E-09	1.2669718E-09	1.4975984E-09
Dy-164	6.1320829E-10	1.0534175E-09	6.8279174E-10	2.5362675E-09	5.4789201E-10	1.5347574E-09	2.9172280E-09	2.2389832E-09
Dy-165	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2692692E-99	2.0946096E-99
Dy-166	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-167	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Dy-168	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-153	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-154	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-155	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-156	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-157	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-158	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-159	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-160	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-161	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-162	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-163	2.0018873E-11	4.6993066E-11	9.3365802E-12	9.8085989E-11	1.8624142E-12	2.7740287E-11	1.2251838E-10	4.3272607E-11
Ho-164	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-165	3.1039862E-10	4.9603276E-10	4.7335622E-10	1.3220898E-09	4.2464400E-10	1.0245819E-09	1.4150022E-09	1.4607404E-09
Ho-166	1.0561106E-99	3.6939014E-72	1.0148024E-99	2.2730643E-99	6.6732552E-100	1.5613250E-99	5.6217665E-82	2.0946096E-99
Ho-167	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-168	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Ho-169	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-154	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-155	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-156	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-157	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-158	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-159	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-160	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-161	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-162	8.3294987E-13	1.0496121E-12	1.6579953E-12	3.5891114E-12	1.5843964E-12	3.4787327E-12	3.5049896E-12	4.8587576E-12
Er-163	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-164	4.8988070E-11	1.3186124E-10	3.5046701E-11	2.2338873E-10	2.1789058E-11	9.2449011E-11	2.7835240E-10	1.4557725E-10
Er-165	1.0561106E-99	1.3272673E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	1.2382685E-93	2.0946096E-99
Er-166	3.5429748E-10	6.3130442E-10	4.7347496E-10	1.4844889E-09	4.0907444E-10	1.0423258E-09	1.6485981E-09	1.5064763E-09
Er-167	2.1292555E-10	3.4422299E-10	3.1375492E-10	8.9397991E-10	2.7851461E-10	6.7884506E-10	9.6411222E-10	9.6956196E-10
Er-168	4.5851437E-10	8.5949637E-10	4.5143583E-10	1.8510336E-09	3.4296484E-10	1.0289216E-09	2.1829052E-09	1.5257052E-09
Er-169	1.0561106E-99	3.9215988E-53	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.5241073E-99	2.0490067E-71	2.0946096E-99
Er-170	2.2941006E-10	3.7410564E-10	2.4015567E-10	1.0226989E-09	1.9028470E-10	5.5621133E-10	1.1806290E-09	7.9715775E-10
Er-171	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	3.9836362E-99	2.0946096E-99
Er-172	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-173	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-174	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Er-175	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-159	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-160	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-161	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-162	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-163	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-164	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-165	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-166	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-167	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-168	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-169	1.5662105E-10	2.4499328E-10	2.1555033E-10	6.4846930E-10	1.8712217E-10	4.6792134E-10	7.0957711E-10	6.6947709E-10
Tm-170	1.0561106E-99	2.4259280E-41	1.0148024E-99	6.6279417E-33	6.6732552E-100	7.0836272E-75	9.9049767E-42	2.0946096E-99
Tm-171	6.1546003E-53	1.5856017E-25	6.9241465E-32	7.2312668E-26	2.6466316E-42	9.6592496E-28	9.8246845E-27	1.8269856E-28
Tm-172	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-173	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-174	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-175	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Tm-176	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-160	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-161	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-162	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-163	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-164	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-165	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-166	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-167	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-168	8.1966579E-13	1.0328719E-12	1.6315570E-12	3.5318696E-12	1.5591325E-12	3.4232623E-12	3.4490901E-12	4.7812801E-12
Yb-169	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-170	1.0001379E-10	2.2237670E-10	6.9882271E-11	3.9617038E-10	4.2981653E-11	1.7200006E-10	4.9490529E-10	2.6980384E-10
Yb-171	2.1778787E-10	3.6765622E-10	2.3214717E-10	8.9425921E-10	1.8350354E-10	5.2238570E-10	1.0339712E-09	7.5999208E-10
Yb-172	4.3516617E-10	8.5745909E-10	3.9301669E-10	1.7458769E-09	2.8942546E-10	9.1065110E-10	2.0907951E-09	1.3647636E-09
Yb-173	2.4968974E-10	4.6544801E-10	2.6436738E-10	1.0105727E-09	2.0972804E-10	5.9475816E-10	1.1741326E-09	8.7393572E-10
Yb-174	8.8400363E-10	1.7771262E-09	6.6925370E-10	3.4035571E-09	4.4242445E-10	1.5670584E-09	4.1722912E-09	2.3843399E-09
Yb-175	1.0561106E-99	2.0411342E-71	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906987E-99	2.2403257E-84	2.0946096E-99
Yb-176	3.4528012E-10	6.2338561E-10	2.6155647E-10	1.3440585E-09	1.7646972E-10	6.0902082E-10	1.6358277E-09	9.1292498E-10
Yb-177	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448510E-99	2.0946096E-99
Yb-178	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-179	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Yb-180	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-165	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-166	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-167	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-168	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-169	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-170	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-171	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-172	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-173	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-174	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-175	1.9030224E-10	3.2970884E-10	2.2467151E-10	7.6291717E-10	1.8663617E-10	4.9371106E-10	8.6402079E-10	7.1615397E-10
Lu-176	4.7401949E-11	1.0380574E-10	2.1836205E-11	1.7746706E-10	7.7641015E-12	5.6773444E-11	2.2977522E-10	9.2369253E-11
Lu-177	1.0561106E-99	9.4584405E-65	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4907483E-99	1.1209908E-83	2.0946096E-99
Lu-178	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-179	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-180	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-181	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Lu-182	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-166	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-167	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-168	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-169	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-170	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-171	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-172	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-173	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-174	6.3745623E-13	8.0326557E-13	1.2688720E-12	2.7467412E-12	1.2125480E-12	2.6622952E-12	2.6823644E-12	3.7184342E-12
Hf-175	1.0561106E-99	1.3272571E-99	1.0148024E-99	2.2730642E-99	6.6732552E-100	1.4906940E-99	2.2448509E-99	2.0946096E-99
Hf-176	4.8560597E-11	8.7838653E-11	5.1984715E-11	1.8992228E-10	4.1719286E-11	1.1522208E-10	2.1989620E-10	1.6905447E-10
